"Age","spBrand","spAge","spWBUseFreq","spSEUseFreq","spComfInstallBrowser","spComfDefaultBrowserChange","spComfDefaultSearchChange","Sex","GUID","spComfInstallBrowser_recode","spComfDefaultBrowserChange_recode","spComfDefaultSearchChange_recode","Ethnicity","Education","Income","spComfort"
32,4,3,5,3,3,3,4,2,"4b6bb521-2e31-9b4b-afa3-82405ddac6cb",2,2,3,"White","University/Higher Education","$25,000 - $49,999",2.33333333333333
29,1,1,1,1,2,1,1,2,"4b7860a5-031c-738d-a027-57531b33cb42",1,0,0,"Black or African American","High School/Tertiary/Tech. College","",0.333333333333333
50,1,3,1,1,4,4,4,2,"4b7c6226-4363-4fd3-a6a4-5557d28d85cb",3,3,3,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3
24,15,5,6,5,1,3,3,2,"4bf50b48-ea56-8d7c-2fca-3cde1da76da1",0,2,2,"Black or African American","University/Higher Education","",1.33333333333333
36,1,1,3,5,4,4,4,2,"4c09cd17-da8a-35ce-cd95-fa22e5b1def0",3,3,3,"White","High School/Tertiary/Tech. College","",3
64,4,3,4,4,1,1,1,1,"4c55f793-3671-044a-8a11-c07eed41ca7e",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
73,NA,NA,NA,NA,2,1,1,2,"4c5a6aa2-e94b-9d22-8520-5d71c423124a",1,0,0,"White","University/Higher Education","$25,000 - $49,999",0.333333333333333
53,7,2,2,2,3,3,3,1,"4c8678c1-0a6d-db3d-4243-4fad42309232",2,2,2,"White","Secondary School","",2
58,16,1,1,2,2,2,2,1,"4cba5795-371b-b64b-7e17-6091e409af5e",1,1,1,"White","University/Higher Education","",1
33,NA,NA,NA,NA,5,3,3,1,"4ce8a916-f4c3-56d0-2c94-9ec31e3f73e4",4,2,2,"White","University/Higher Education","",2.66666666666667
31,7,1,1,1,4,4,4,2,"4ce9b344-f020-977a-5ec6-84c206e7a3ad",3,3,3,"Hispanic or Latino","High School/Tertiary/Tech. College","$25,000 - $49,999",3
58,NA,NA,NA,NA,4,4,4,2,"4d0ff5d5-3ae6-c72c-d757-c2244828fe3e",3,3,3,"White","University/Higher Education","$0 - $14,999",3
66,1,5,1,1,1,1,4,1,"4d6e2917-67af-2e5f-aa95-1e4595ac86ff",0,0,3,"White","Secondary School","",1
51,1,2,1,1,4,4,4,2,"4d82fcc7-ea3a-f125-5a45-cba963370120",3,3,3,"I prefer not to answer","University/Higher Education","",3
21,NA,NA,NA,NA,1,1,1,2,"4d8f2285-bd9f-7bc9-0707-15a475443562",0,0,0,"White","University/Higher Education","$80,000 - $99,999",0
50,14,2,1,1,5,5,5,1,"4db8d917-548e-eba8-7c95-ee9386ff8cff",4,4,4,"Black or African American","University/Higher Education","",4
78,NA,NA,NA,NA,1,1,1,1,"4e798dcb-7c05-f0c4-a249-ba52cda49b26",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
22,5,6,1,3,3,3,4,2,"4ea82155-e2c4-f120-71d7-1683cb0808b2",2,2,3,"White","University/Higher Education","",2.33333333333333
46,1,1,1,1,4,4,4,1,"4ee9bfcb-7536-0575-3349-88c29e53f021",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
41,NA,NA,NA,NA,2,4,2,2,"4f4f08b3-ab34-5b1b-c731-3f64fbd8bf5b",1,3,1,"Hispanic or Latino","Postgraduate Education","$25,000 - $49,999",1.66666666666667
72,1,6,1,1,1,1,1,2,"4fc9d504-e99a-8710-4186-e2e229db7def",0,0,0,"Asian","University/Higher Education","$50,000 - $79,999",0
57,NA,NA,NA,NA,NA,NA,NA,2,"50249a11-79da-1b38-e093-ad0f352060fa",NA,NA,NA,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
35,NA,NA,NA,NA,1,1,1,2,"5031ac5d-01c4-a4cf-f5df-9b1aacf1c1af",0,0,0,"Asian","University/Higher Education","$0 - $14,999",0
33,16,1,1,1,3,3,3,1,"5054fa8f-2f17-7bf7-8e0d-cd7f52a4e864",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
70,11,2,1,1,2,1,4,2,"5055316d-d5e7-05e9-dfef-067e46928086",1,0,3,"White","University/Higher Education","$25,000 - $49,999",1.33333333333333
42,16,1,1,1,4,4,5,2,"50b1c5c9-424f-947d-394b-f29a96854a24",3,3,4,"White","University/Higher Education","$100,000 - $149,999",3.33333333333333
61,1,4,2,2,5,5,5,2,"50c99d02-f0d4-061a-0d80-aae2385031ef",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
24,15,2,3,3,2,1,2,2,"51176493-5d6b-6f94-ce11-533c5262b674",1,0,1,"Black or African American","University/Higher Education","",0.666666666666667
72,11,2,2,3,4,4,4,1,"518b45fc-3aa1-1b7a-037e-72a059fbaf15",3,3,3,"White","Postgraduate Education","$15,000 - $24,999",3
19,1,3,1,1,5,2,3,1,"519150f0-621a-5dde-4972-67ba09179a1b",4,1,2,"White","University/Higher Education","",2.33333333333333
41,4,2,4,5,4,4,5,2,"519b89ae-afdd-a3bb-2c2c-beb0749b3647",3,3,4,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",3.33333333333333
18,2,4,3,5,3,2,5,1,"51deba10-1430-9068-0692-8df55be7fcf8",2,1,4,"White","Postgraduate Education","",2.33333333333333
38,1,1,3,2,3,3,3,1,"51e5c937-a7cd-4811-21b5-fece7b4f40de",2,2,2,"White","University/Higher Education","$15,000 - $24,999",2
60,NA,NA,NA,NA,1,1,1,2,"5235ab10-33b2-444f-ea92-9c1e79a2cefd",0,0,0,"Hispanic or Latino","University/Higher Education","$15,000 - $24,999",0
70,16,3,1,2,1,1,1,2,"523d2295-a16e-4e85-e417-151628c62269",0,0,0,"White","University/Higher Education","$0 - $14,999",0
42,16,1,1,1,3,3,3,1,"524a783a-0c5b-b104-95b8-4f611819f1dd",2,2,2,"White","High School/Tertiary/Tech. College","",2
78,1,3,2,2,2,2,2,2,"5270a705-0ee3-261c-7784-905b43618ae8",1,1,1,"White","University/Higher Education","$25,000 - $49,999",1
71,NA,NA,NA,NA,1,1,1,1,"527a0778-1775-9d82-befa-305154e2ce95",0,0,0,"White","University/Higher Education","$0 - $14,999",0
28,16,1,1,1,4,4,4,1,"52bce221-9457-bdd5-34a3-d597248f00c6",3,3,3,"Hispanic or Latino","University/Higher Education","$15,000 - $24,999",3
66,16,2,2,2,5,NA,5,2,"52c88917-a6b9-4776-0c95-bee37fda42ff",4,NA,4,"White","University/Higher Education","$50,000 - $79,999",NA
57,11,1,2,2,5,5,5,2,"52e9a7bf-42b1-975f-2c3d-90c23841a757",4,4,4,"White","University/Higher Education","",4
79,1,3,3,3,1,1,1,1,"5375441f-1e4b-fe5e-af9d-735e9e2df8f2",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
18,16,2,4,3,2,1,2,1,"53b08d4a-a7ec-a6bc-6cc8-ba9b53c85bad",1,0,1,"White","High School/Tertiary/Tech. College","$0 - $14,999",0.666666666666667
28,NA,NA,NA,NA,4,4,4,1,"53f71a77-06c2-baf2-33f5-2ddc5a1fc79e",3,3,3,"White","University/Higher Education","",3
22,4,1,6,6,3,3,3,1,"5433896a-1b21-d63d-bbe8-be188fe28f8d",2,2,2,"Black or African American","High School/Tertiary/Tech. College","",2
29,NA,NA,NA,NA,3,5,5,2,"5498259f-f9c3-1364-5c1d-12b3d3f0186a",2,4,4,"White","Postgraduate Education","",3.33333333333333
30,16,5,1,1,5,5,4,2,"54fa48e8-8780-9446-e069-7fd166400005",4,4,3,"White","University/Higher Education","$150,000 - $199,999",3.66666666666667
25,7,2,1,1,4,3,5,1,"54fcf375-6f90-9ae1-25f7-c4d762f29685",3,2,4,"White","Secondary School","",3
29,2,5,1,1,5,5,5,2,"5579b00a-432d-63d3-7f8b-8752f40146e0",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
82,21,2,7,7,2,2,2,1,"55a68e98-9efc-764d-791a-b98dec0d5675",1,1,1,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",1
21,11,2,2,3,4,4,4,1,"55d1a3d3-bcd5-96dc-1551-94fad6e06434",3,3,3,"I prefer not to answer","None completed","",3
65,NA,NA,NA,NA,1,2,5,2,"55e5479d-db0d-b835-3a1f-70ce81311670",0,1,4,"White","University/Higher Education","$200,000 or more",1.66666666666667
35,16,1,1,1,5,5,5,1,"560a7f68-66be-5ab5-ceea-48213bd8818f",4,4,4,"White","High School/Tertiary/Tech. College","",4
21,NA,NA,NA,NA,2,2,3,2,"567de825-3b73-c45a-b8a7-df565dbcdcc2",1,1,2,"Other","None completed","$15,000 - $24,999",1.33333333333333
63,16,3,1,1,5,5,5,1,"569bae42-dd69-38f8-5fc0-99b0a0fc3aa5",4,4,4,"Hispanic or Latino","Postgraduate Education","$15,000 - $24,999",4
60,16,1,1,1,1,1,1,2,"56e6213f-70e7-2b66-c9be-16cdb3e19cd4",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
52,7,1,1,1,2,2,2,1,"5700568f-7f1c-c19f-c40d-612b4b97ba70",1,1,1,"White","High School/Tertiary/Tech. College","",1
66,16,2,3,3,3,2,2,1,"571b0e3a-5a26-5240-93b8-393053e70ed7",2,1,1,"White","University/Higher Education","$100,000 - $149,999",1.33333333333333
57,16,5,1,2,3,3,2,1,"576a9c40-a1a2-aa78-aec2-ab41256145b2",2,2,1,"White","University/Higher Education","",1.66666666666667
35,NA,NA,NA,NA,4,4,4,1,"57dd6e17-ef41-3ec6-5595-59f6ea8267f0",3,3,3,"Other","University/Higher Education","$50,000 - $79,999",3
54,11,2,1,2,4,4,4,2,"58900d85-e17a-47b2-4e07-3abb231c1b6d",3,3,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",3
23,NA,NA,NA,NA,5,5,5,2,"5903bc3b-72fd-9724-c7b9-8b287299b2d1",4,4,4,"Black or African American","High School/Tertiary/Tech. College","",4
61,NA,NA,NA,NA,NA,NA,NA,2,"596a672f-55b9-7f11-afad-50416ba093c2",NA,NA,NA,"Black or African American","University/Higher Education","$50,000 - $79,999",NA
76,1,1,1,1,2,2,2,2,"59c03bb8-b6bc-63b5-193a-0ceb60647550",1,1,1,"White","University/Higher Education","$80,000 - $99,999",1
83,11,5,3,4,5,5,5,2,"59eddd14-011c-8694-6596-eac6d34812f9",4,4,4,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",4
42,7,1,1,1,1,5,5,2,"5a54a315-8b19-3da6-da97-947f85bad8f2",0,4,4,"Black or African American","High School/Tertiary/Tech. College","",2.66666666666667
76,NA,NA,NA,NA,1,1,1,1,"5a6a711d-4bd9-4d2d-ae9f-464100f8aaec",0,0,0,"White","Postgraduate Education","$25,000 - $49,999",0
44,NA,NA,NA,NA,2,2,2,2,"5a7dcfcf-5ea6-1cbc-2d4e-f856e56b2f23",1,1,1,"White","Primary School","$0 - $14,999",1
52,5,1,2,2,3,3,3,1,"5a859159-fcc3-0b8f-41db-a6ae6e543db2",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
75,NA,NA,NA,NA,NA,NA,NA,1,"5aa43a48-a890-1405-61ca-0d8f87424fa5",NA,NA,NA,"White","University/Higher Education","$80,000 - $99,999",NA
32,1,2,1,1,1,2,2,1,"5ac77991-8c20-0c27-1913-4eec9ea66676",0,1,1,"White","University/Higher Education","$25,000 - $49,999",0.666666666666667
60,11,1,2,2,4,4,4,2,"5aca4529-8a63-abbc-15ab-72e1cf0873ce",3,3,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",3
60,12,1,5,5,5,5,5,2,"5b18722e-5db0-5c31-00af-453348d3f8c3",4,4,4,"White","University/Higher Education","$0 - $14,999",4
58,NA,NA,NA,NA,1,1,1,1,"5b6400d0-18a0-f6e3-a052-374f04cadf37",0,0,0,"Black or African American","Postgraduate Education","$0 - $14,999",0
26,1,2,1,2,4,2,2,1,"5b67af38-425b-5c86-a3ba-984c9757abdf",3,1,1,"White","Postgraduate Education","",1.66666666666667
61,NA,NA,NA,NA,NA,NA,NA,2,"5b844363-1cb4-29f1-5fe1-74af453d9992",NA,NA,NA,"White","High School/Tertiary/Tech. College","",NA
29,7,1,1,6,3,3,3,2,"5ba05116-48fe-83e9-f097-668bd8bf3bf1",2,2,2,"Black or African American","University/Higher Education","$200,000 or more",2
53,16,3,1,1,5,5,5,2,"5bf9d986-dc28-31da-2004-eed2752c3e6e",4,4,4,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",4
27,NA,NA,NA,NA,5,5,5,2,"5c47a9db-cecd-f748-cf59-9e6ca3969a3c",4,4,4,"Hispanic or Latino","High School/Tertiary/Tech. College","$50,000 - $79,999",4
56,16,1,1,1,2,3,3,2,"5c67198d-671a-660c-bf0f-2e4cd1a68365",1,2,2,"White","Primary School","$0 - $14,999",1.66666666666667
63,9,2,1,1,1,4,4,2,"5c77b7df-61ec-23da-b35d-805cd908e637",0,3,3,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",2
67,11,2,1,1,3,3,3,1,"5c86b6bd-84bb-81ef-313f-81ada05ad156",2,2,2,"Black or African American","University/Higher Education","$25,000 - $49,999",2
23,NA,NA,NA,NA,4,4,4,2,"5c8f7109-f452-1466-518b-46a47fb43eee",3,3,3,"","University/Higher Education","",3
46,1,1,1,1,4,3,3,1,"5cc347be-af3a-a58a-1c3c-70e808244e59",3,2,2,"Asian","University/Higher Education","$50,000 - $79,999",2.33333333333333
54,16,3,4,6,4,3,4,2,"5d4937a3-8576-1534-9021-0062c62b667a",3,2,3,"Hispanic or Latino","None completed","$0 - $14,999",2.66666666666667
49,1,1,1,1,2,3,4,2,"5d72171d-438f-ed23-b69f-2059178882f5",1,2,3,"White","High School/Tertiary/Tech. College","",2
32,4,2,1,1,5,4,5,2,"5d91fc3f-3274-06aa-55bd-cbbae853d7d0",4,3,4,"White","High School/Tertiary/Tech. College","",3.66666666666667
36,1,1,1,1,4,5,5,2,"5d9fcc00-b8ea-0596-5b82-fbb4c5a05ce7",3,4,4,"White","University/Higher Education","$50,000 - $79,999",3.66666666666667
81,NA,NA,NA,NA,1,2,2,1,"5de81c94-d905-d1dd-2c16-2bc3682a1979",0,1,1,"White","University/Higher Education","$100,000 - $149,999",0.666666666666667
59,14,1,3,3,3,2,3,2,"5e0b626a-edab-ae22-d4e8-55209a9b1182",2,1,2,"Black or African American","High School/Tertiary/Tech. College","$0 - $14,999",1.66666666666667
54,1,1,1,1,5,5,5,1,"5e1dd2b3-6245-2201-d931-e5368276a75d",4,4,4,"White","Postgraduate Education","$100,000 - $149,999",4
51,16,2,1,1,5,5,5,2,"5e7743d0-10eb-d38e-b352-745cfc67f53d",4,4,4,"Hispanic or Latino","University/Higher Education","$15,000 - $24,999",4
39,16,3,1,1,5,5,5,1,"5e914e24-d853-7179-55a6-79bab3aa38dc",4,4,4,"White","High School/Tertiary/Tech. College","",4
26,16,1,5,1,3,1,2,2,"5e993835-4161-e378-c9b4-0fb2a344cddd",2,0,1,"White","High School/Tertiary/Tech. College","",1
57,16,2,1,1,3,4,4,1,"5ee39bfd-3b14-0e7a-6d7f-acc85d93621a",2,3,3,"White","University/Higher Education","$15,000 - $24,999",2.66666666666667
64,NA,NA,NA,NA,3,3,3,1,"5f1dac54-772c-bec7-d9d6-9b36a02390a5",2,2,2,"White","High School/Tertiary/Tech. College","",2
53,7,1,1,1,3,3,3,1,"5f8fb9cf-8d33-454d-4b4d-8ea4510f6a25",2,2,2,"Black or African American","High School/Tertiary/Tech. College","",2
30,16,6,1,2,5,5,5,2,"600396ac-914a-a545-c72e-a128f5061644",4,4,4,"White","University/Higher Education","$100,000 - $149,999",4
64,11,2,1,1,2,3,2,2,"60067f19-91e4-5883-df9b-482dc43010f2",1,2,1,"White","University/Higher Education","",1.33333333333333
67,NA,NA,NA,NA,3,3,3,1,"602c2737-bb99-2262-a6b5-1007b5acecc6",2,2,2,"White","University/Higher Education","$50,000 - $79,999",2
41,NA,NA,NA,NA,NA,NA,NA,1,"605de9c0-4743-b499-8542-de76959ecf2d",NA,NA,NA,"White","University/Higher Education","",NA
42,22,2,1,1,5,3,3,2,"6134f862-5bd8-f4cf-f0e0-cf1fbcd9bf8b",4,2,2,"I prefer not to answer","None completed","",2.66666666666667
20,1,1,1,4,5,3,5,1,"6181bcec-5e92-22f3-0f6e-8baa02080d0b",4,2,4,"I prefer not to answer","Postgraduate Education","",3.33333333333333
70,NA,NA,NA,NA,NA,NA,NA,2,"61ab9aa6-5b38-c50a-2324-ad80bfe44f4b",NA,NA,NA,"White","University/Higher Education","$80,000 - $99,999",NA
33,1,1,1,1,2,3,2,2,"61b3bbbc-4680-9fc0-773e-8c986f548e56",1,2,1,"White","University/Higher Education","",1.33333333333333
18,NA,NA,NA,NA,5,4,4,1,"61cdb7be-0f80-5d58-123c-80e6d589f256",4,3,3,"White","Prefer not to say","$200,000 or more",3.33333333333333
40,NA,NA,NA,NA,1,1,2,2,"61fe30ee-2196-1f1f-496c-07d578bd7509",0,0,1,"White","Postgraduate Education","$200,000 or more",0.333333333333333
45,1,2,1,1,2,2,2,2,"62118dc4-f041-a61a-cb46-ba3a1016172c",1,1,1,"Black or African American","University/Higher Education","$25,000 - $49,999",1
67,1,3,3,3,1,1,2,1,"6274edd4-9dca-bdd3-fc56-da5fe91a8933",0,0,1,"Hispanic or Latino","High School/Tertiary/Tech. College","$50,000 - $79,999",0.333333333333333
62,1,1,2,2,5,5,5,2,"629e3385-e949-22ac-4607-04b54360296d",4,4,4,"White","Postgraduate Education","",4
69,7,3,2,2,3,3,3,2,"62afb30f-3a59-13ad-6b8d-8484ce80b3e2",2,2,2,"White","University/Higher Education","$15,000 - $24,999",2
51,16,2,1,1,5,5,5,2,"62dc3d61-49c1-6116-54e3-0af7f1991c90",4,4,4,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",4
77,16,3,7,3,3,3,3,2,"62e8c289-f389-c535-300b-f5c3acfd7b5c",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
47,NA,NA,NA,NA,3,3,3,1,"631f6707-5610-c706-db85-50346ed3b7cd",2,2,2,"White","University/Higher Education","",2
58,NA,NA,NA,NA,NA,NA,NA,2,"6335fe29-6792-44bc-efab-c91e86359ec3",NA,NA,NA,"White","High School/Tertiary/Tech. College","$0 - $14,999",NA
33,1,6,1,1,5,5,5,1,"634acf22-988e-3a36-8ea0-f86115b89ce2",4,4,4,"Hispanic or Latino","High School/Tertiary/Tech. College","",4
62,NA,NA,NA,NA,1,1,1,2,"6383635a-b58a-dc39-47d8-54a88c2b72b7",0,0,0,"White","Primary School","$15,000 - $24,999",0
61,1,1,3,4,3,4,4,2,"6389cfac-8bfa-e722-502e-f8a29f317041",2,3,3,"White","University/Higher Education","$25,000 - $49,999",2.66666666666667
83,16,1,1,2,2,3,3,2,"640a82cf-f11d-6f3a-d34d-b52161123b22",1,2,2,"White","University/Higher Education","$50,000 - $79,999",1.66666666666667
64,13,1,1,1,3,3,3,1,"6464845e-cd48-df3d-ecdc-b34f8b0f58b7",2,2,2,"White","University/Higher Education","$15,000 - $24,999",2
23,NA,NA,NA,NA,NA,NA,NA,1,"64b250c7-768e-7140-7645-679967df9129",NA,NA,NA,"White","University/Higher Education","",NA
31,16,1,1,2,5,5,5,2,"64ec2f64-9249-ccd7-29e6-18c7bba95483",4,4,4,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",4
68,16,4,1,1,4,2,2,1,"651108f4-ab23-964c-9f76-3f3aafbe361f",3,1,1,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",1.66666666666667
53,7,2,5,6,2,2,3,2,"6522340d-6738-1c39-fb8f-030925ed82e2",1,1,2,"White","University/Higher Education","",1.33333333333333
30,NA,NA,NA,NA,1,3,5,2,"655b5401-866f-ca9a-d583-6370d2f2d5e6",0,2,4,"Black or African American","High School/Tertiary/Tech. College","",2
25,NA,NA,NA,NA,3,4,1,1,"65632e4c-162f-0b44-a7ce-1948dfc8de8b",2,3,0,"Asian","Postgraduate Education","",1.66666666666667
58,16,2,1,1,4,5,4,1,"65ed21e0-674a-5533-3362-16c65a2e8d09",3,4,3,"White","University/Higher Education","$25,000 - $49,999",3.33333333333333
64,1,3,1,1,1,1,1,1,"666df169-2e02-a145-b5eb-c6463869d78e",0,0,0,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",0
64,16,3,4,5,3,3,3,1,"669d90e0-cbaa-5de4-4162-a7b6e2c73708",2,2,2,"White","Secondary School","$25,000 - $49,999",2
41,16,1,1,2,4,4,4,2,"66cf2a86-a4cc-3e27-0b04-1de4cbd9416a",3,3,3,"White","High School/Tertiary/Tech. College","",3
18,1,2,1,1,5,5,5,1,"66d0114f-9e6a-2e13-14cd-26fb88577abe",4,4,4,"White","Secondary School","",4
42,16,6,7,1,3,3,4,1,"66e7e1b9-4efe-cef6-233b-d6ccb533ae57",2,2,3,"White","University/Higher Education","",2.33333333333333
50,11,1,4,4,3,3,3,2,"673aae6a-049b-36fa-e0e8-99119d00c587",2,2,2,"Asian","University/Higher Education","$0 - $14,999",2
42,7,3,1,1,5,5,5,1,"67512bbb-bf82-6fbd-d939-1c7a6d7aaf5c",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
32,20,3,4,4,2,3,4,1,"67c9ff96-8b3e-cabd-0d14-c8e240496c7c",1,2,3,"American Indian or Alaska Native","University/Higher Education","",2
34,4,2,1,1,5,5,5,2,"6879af31-09ad-b592-a1b3-985287bacdd6",4,4,4,"White","Postgraduate Education","$80,000 - $99,999",4
53,14,2,1,1,4,4,4,2,"69371f97-7969-e576-e815-281c009f957f",3,3,3,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",3
22,14,3,4,1,2,5,3,1,"69505b97-b888-c5ff-de15-6c7b991aa17f",1,4,2,"Asian","High School/Tertiary/Tech. College","",2.33333333333333
59,1,3,7,7,2,2,2,2,"69749e22-b058-ad75-aca0-a95f4a2853c9",1,1,1,"Asian","University/Higher Education;University/Higher Education","$150,000 - $199,999",1
55,7,2,2,2,4,3,4,1,"69825f28-3b7c-c6b6-46aa-68a981eefadd",3,2,3,"White","University/Higher Education","$0 - $14,999",2.66666666666667
27,4,1,3,4,2,3,3,1,"69c518e6-fa5b-26d7-0164-2fee30293e16",1,2,2,"White","High School/Tertiary/Tech. College","",1.66666666666667
42,7,4,3,1,4,5,4,2,"69dfb588-9482-66d1-000a-82f49cd37f6f",3,4,3,"White","University/Higher Education","$50,000 - $79,999",3.33333333333333
30,1,2,2,2,2,3,3,1,"6a1a5b8b-a9fc-a104-de09-6c31d1856c61",1,2,2,"White","University/Higher Education","",1.66666666666667
61,16,2,2,2,5,5,5,2,"6a3977ba-f979-24a7-b138-401203b6ad51",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
22,1,1,1,1,3,3,4,1,"6a4c00d8-db6d-9f97-c25a-3767b1f4881b",2,2,3,"Black or African American","University/Higher Education","",2.33333333333333
25,NA,NA,NA,NA,NA,NA,NA,1,"6a5cd7ca-accf-498a-d248-e077a6ada627",NA,NA,NA,"Asian","University/Higher Education","$50,000 - $79,999",NA
41,13,3,5,4,3,4,4,2,"6a966ee0-a80a-fae6-1862-59bd189a350e",2,3,3,"Asian","Postgraduate Education","",2.66666666666667
76,16,1,1,1,5,5,5,2,"6adfbd7c-465a-0e7f-07fe-8af4e5ebc391",4,4,4,"White","University/Higher Education","$150,000 - $199,999",4
78,16,4,3,3,5,5,5,2,"6af8ec8f-f259-e10f-200d-dbd3e0771965",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
21,1,1,1,1,4,4,4,2,"6be6c685-0f4b-c220-e104-f1cdbebcac6e",3,3,3,"White","University/Higher Education","",3
38,1,1,7,7,1,2,2,1,"6bf16565-8db6-4ff6-29e7-52da94f74e8d",0,1,1,"White","None completed","$0 - $14,999",0.666666666666667
65,16,1,1,1,3,3,3,1,"6c05679f-7135-a9f7-c11d-502e9617b978",2,2,2,"White","University/Higher Education","",2
46,16,5,1,1,5,5,5,1,"6c590411-c79a-b1bf-9d93-3372dcdc40fa",4,4,4,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",4
56,16,1,1,1,4,5,5,1,"6cb31160-588e-5fae-6be2-26985e23b092",3,4,4,"White","University/Higher Education","",3.66666666666667
26,9,2,3,2,1,1,1,2,"6cd6ec51-3b2d-d603-12d3-dbfdb05be2b9",0,0,0,"I prefer not to answer","High School/Tertiary/Tech. College","",0
20,NA,NA,NA,NA,3,2,1,2,"6cd7295c-03d9-3362-0fde-1efc26ce00b1",2,1,0,"I prefer not to answer","High School/Tertiary/Tech. College","",1
22,1,2,2,2,5,5,5,2,"6d52361e-177d-3214-8a9c-0179750af3f9",4,4,4,"White","University/Higher Education","$15,000 - $24,999",4
77,1,4,7,7,1,1,1,2,"6dd6c586-b087-8d09-0804-f2fdd6c6526b",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
36,16,1,1,1,4,4,4,1,"6e6ef4c6-2cad-8d07-b944-c345232ed921",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
75,16,4,2,5,2,2,2,1,"6ed6e38d-2e40-8cb2-0d0f-d4fd25adeb60",1,1,1,"White","University/Higher Education","",1
73,NA,NA,NA,NA,3,3,3,1,"6f6170d1-42f1-6854-b953-474a7ae5bb2c",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
70,1,5,1,1,2,2,2,1,"6f76b5d4-a5c8-2c3c-f856-825d1553ee39",1,1,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
52,16,3,4,5,3,3,3,1,"6f7d793d-1fb6-2e06-f5bf-4e5618f234d1",2,2,2,"White","University/Higher Education","$25,000 - $49,999",2
26,1,3,1,3,1,1,2,1,"6f84b349-585e-41be-40cb-84af74b35fbc",0,0,1,"Black or African American","High School/Tertiary/Tech. College","",0.333333333333333
24,16,2,2,2,4,4,4,2,"6fe640e2-01ee-08e5-3a60-77cde426fd12",3,3,3,"White","University/Higher Education","$80,000 - $99,999",3
35,7,1,1,1,4,4,3,2,"700af544-71d4-c911-d2c6-c221a9e4b9a3",3,3,2,"White","University/Higher Education","",2.66666666666667
24,11,3,2,1,2,2,4,2,"70202410-a037-18c5-e492-130b01c840f8",1,1,3,"White","High School/Tertiary/Tech. College","",1.66666666666667
82,1,6,3,3,1,1,1,2,"7030655d-6e33-2c64-e9df-521b35996db7",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
59,7,1,2,1,5,5,5,2,"705047be-169a-5f3c-953c-707bfe81f056",4,4,4,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",4
41,7,2,1,1,5,3,3,1,"70815d8c-5cbd-a288-450e-6aaa784e456b",4,2,2,"Hispanic or Latino","High School/Tertiary/Tech. College","",2.66666666666667
21,17,2,2,2,3,3,4,2,"70f6691f-84b5-4fd2-329d-5edd0de643f8",2,2,3,"American Indian or Alaska Native","High School/Tertiary/Tech. College","",2.33333333333333
84,NA,NA,NA,NA,3,3,3,2,"70fa7d1d-f604-5d47-269f-4ad1945816f5",2,2,2,"White","University/Higher Education","$25,000 - $49,999",2
36,16,2,1,2,3,3,2,1,"7107434a-313a-d4f5-c3c8-742cba92f6a2",2,2,1,"Hispanic or Latino","High School/Tertiary/Tech. College","$50,000 - $79,999",1.66666666666667
24,NA,NA,NA,NA,5,5,5,2,"7191226b-b326-88a1-4ee9-15ba27414e82",4,4,4,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",4
40,16,2,1,1,4,4,4,2,"7194cb85-7afd-3223-9104-fcbfdb87dd6f",3,3,3,"White","University/Higher Education","$80,000 - $99,999",3
